Outlet_Establishment_Year,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Total_Revenue,Price_Range,Total_Sales_Year,Average_Sales_Year
1998,FDV04,7.8,Regular,0.25,Frozen Foods,156.63,OUT010,Medium,Tier 3,Grocery Store,628.52,98445.09,High,188340.22,339.35
1985,NCE30,16.0,Low Fat,0.17,Household,214.09,OUT019,Small,Tier 1,Grocery Store,1061.95,227352.88,High,3633620.22,2483.68
1985,FDH31,12.0,Regular,0.0,Meat,98.2,OUT019,Small,Tier 1,Grocery Store,198.41,19483.86,Medium,3633620.22,2483.68
1985,FDX45,16.8,Low Fat,0.18,Snack Foods,154.66,OUT019,Small,Tier 1,Grocery Store,312.93,48397.75,High,3633620.22,2483.68
1999,FDZ08,12.5,Regular,0.11,Fruits and Veg,83.66,OUT049,Medium,Tier 1,Supermarket Type1,1320.95,110510.68,Medium,2183969.98,2348.35
1985,NCA05,20.8,Low Fat,0.04,Health and Hygiene,148.27,OUT019,Small,Tier 1,Grocery Store,296.95,44028.78,Medium,3633620.22,2483.68
1987,FDN23,6.6,Regular,0.08,Breads,146.04,OUT013,High,Tier 3,Supermarket Type1,2612.6,381544.1,Medium,2142663.66,2299.0
1985,FDB35,12.3,Regular,0.11,Starchy Foods,92.98,OUT019,Small,Tier 1,Grocery Store,183.76,17086.0,Medium,3633620.22,2483.68
1987,NCP02,7.1,Low Fat,0.04,Household,58.26,OUT013,High,Tier 3,Supermarket Type1,592.56,34522.55,Low,2142663.66,2299.0
2009,FDB21,7.5,Low Fat,0.15,Fruits and Veg,241.69,OUT018,Medium,Tier 3,Supermarket Type2,6042.14,1460324.82,High,1851822.95,1995.5
1985,FDY16,18.4,Regular,0.09,Frozen Foods,182.53,OUT027,Medium,Tier 3,Supermarket Type3,6454.93,1178218.37,High,3633620.22,2483.68
1985,NCD18,16.0,Low Fat,0.07,Household,230.27,OUT027,Medium,Tier 3,Supermarket Type3,8062.84,1856630.17,High,3633620.22,2483.68
1999,DRH37,17.6,Low Fat,0.04,Soft Drinks,164.25,OUT049,Medium,Tier 1,Supermarket Type1,1315.62,216090.59,High,2183969.98,2348.35
2002,NCX17,21.3,Low Fat,0.11,Health and Hygiene,232.83,OUT045,Medium,Tier 2,Supermarket Type1,1398.18,325538.25,High,2036725.6,2192.38
2004,DRQ35,9.3,Low Fat,0.04,Hard Drinks,125.44,OUT035,Small,Tier 2,Supermarket Type1,3715.16,466029.67,Medium,2268123.09,2438.84
1987,FDX31,20.4,Regular,0.01,Fruits and Veg,235.0,OUT013,High,Tier 3,Supermarket Type1,5842.4,1372964.0,High,2142663.66,2299.0
1985,FDT40,6.0,Low Fat,0.1,Frozen Foods,125.57,OUT027,Medium,Tier 3,Supermarket Type3,2543.36,319369.72,Medium,3633620.22,2483.68
1985,FDJ36,14.5,Regular,0.13,Baking Goods,104.53,OUT027,Medium,Tier 3,Supermarket Type3,2563.33,267944.88,Medium,3633620.22,2483.68
2007,FDK51,19.9,Low Fat,0.01,Dairy,264.59,OUT017,Medium,Tier 2,Supermarket Type1,5829.74,1542490.91,High,2167465.52,2340.68
2002,NCW05,20.3,Low Fat,0.15,Health and Hygiene,108.89,OUT045,Medium,Tier 2,Supermarket Type1,3644.59,396859.41,Medium,2036725.6,2192.38
1987,FDP10,19.0,Low Fat,0.13,Snack Foods,107.66,OUT013,High,Tier 3,Supermarket Type1,1270.35,136765.88,Medium,2142663.66,2299.0
1987,FDJ38,8.6,Regular,0.04,Canned,188.55,OUT013,High,Tier 3,Supermarket Type1,3795.06,715558.56,High,2142663.66,2299.0
2004,FDA21,13.7,Low Fat,0.04,Snack Foods,185.29,OUT035,Small,Tier 2,Supermarket Type1,3146.57,583027.96,High,2268123.09,2438.84
2009,NCW06,16.2,Low Fat,0.05,Household,191.62,OUT018,Medium,Tier 3,Supermarket Type2,1731.75,331837.94,High,1851822.95,1995.5
1985,FDX08,12.9,Low Fat,0.04,Fruits and Veg,179.93,OUT019,Small,Tier 1,Grocery Store,360.86,64929.54,High,3633620.22,2483.68
2002,FDE04,19.8,Regular,0.02,Frozen Foods,179.77,OUT045,Medium,Tier 2,Supermarket Type1,2336.96,420115.3,High,2036725.6,2192.38
2002,NCY05,13.5,Low Fat,0.06,Health and Hygiene,37.09,OUT045,Medium,Tier 2,Supermarket Type1,952.76,35337.87,Low,2036725.6,2192.38
1985,FDH57,10.9,Low Fat,0.04,Fruits and Veg,131.43,OUT027,Medium,Tier 3,Supermarket Type3,5404.96,710373.89,Medium,3633620.22,2483.68
2009,FDM39,6.4,Low Fat,0.05,Dairy,178.3,OUT018,Medium,Tier 3,Supermarket Type2,2328.3,415135.89,High,1851822.95,1995.5
2002,FDX10,6.4,Regular,0.12,Snack Foods,33.29,OUT045,Medium,Tier 2,Supermarket Type1,141.15,4698.88,Low,2036725.6,2192.38
1987,FDM08,10.1,Regular,0.0,Fruits and Veg,225.11,OUT013,High,Tier 3,Supermarket Type1,3579.34,805745.23,High,2142663.66,2299.0
2007,DRI37,15.9,Low Fat,0.11,Soft Drinks,58.39,OUT017,Medium,Tier 2,Supermarket Type1,468.72,27368.56,Low,2167465.52,2340.68
2007,FDO23,17.9,Low Fat,0.15,Breads,93.74,OUT017,Medium,Tier 2,Supermarket Type1,1701.78,159524.86,Medium,2167465.52,2340.68
1987,FDL43,10.1,Low Fat,0.03,Meat,77.57,OUT013,High,Tier 3,Supermarket Type1,306.27,23757.36,Medium,2142663.66,2299.0
2004,FDW28,18.3,Low Fat,0.09,Frozen Foods,197.35,OUT035,Small,Tier 2,Supermarket Type1,2740.43,540823.86,High,2268123.09,2438.84
1985,DRI23,18.9,Low Fat,0.14,Hard Drinks,159.66,OUT027,Medium,Tier 3,Supermarket Type3,2888.24,461136.4,High,3633620.22,2483.68
1997,FDT28,13.3,Low Fat,0.06,Frozen Foods,151.37,OUT046,Small,Tier 1,Supermarket Type1,3611.3,546642.48,High,2118395.35,2277.84
1999,FDI35,14.0,Low Fat,0.04,Starchy Foods,182.06,OUT049,Medium,Tier 1,Supermarket Type1,4544.09,827297.03,High,2183969.98,2348.35
1985,FDE09,8.8,Low Fat,0.02,Fruits and Veg,111.52,OUT027,Medium,Tier 3,Supermarket Type3,1768.36,197207.51,Medium,3633620.22,2483.68
1985,DRH15,8.8,Low Fat,0.19,Dairy,43.94,OUT019,Small,Tier 1,Grocery Store,131.83,5792.61,Low,3633620.22,2483.68
1987,FDF53,20.8,Regular,0.08,Frozen Foods,180.33,OUT013,High,Tier 3,Supermarket Type1,4149.93,748356.88,High,2142663.66,2299.0
1998,NCD43,8.9,Low Fat,0.03,Household,103.8,OUT010,Medium,Tier 3,Grocery Store,210.39,21838.48,Medium,188340.22,339.35
2007,FDP08,20.5,Regular,0.11,Fruits and Veg,194.15,OUT017,Medium,Tier 2,Supermarket Type1,2906.22,564242.61,High,2167465.52,2340.68
1985,FDQ59,9.8,Regular,0.0,Breads,84.59,OUT027,Medium,Tier 3,Supermarket Type3,3020.07,255467.72,Medium,3633620.22,2483.68
1997,FDI38,13.4,Regular,0.01,Canned,207.76,OUT046,Small,Tier 1,Supermarket Type1,3520.08,731331.82,High,2118395.35,2277.84
1997,FDG09,20.6,Regular,0.05,Fruits and Veg,185.76,OUT046,Small,Tier 1,Supermarket Type1,3942.87,732427.53,High,2118395.35,2277.84
1999,FDF24,15.5,Regular,0.03,Baking Goods,83.29,OUT049,Medium,Tier 1,Supermarket Type1,1883.55,156880.88,Medium,2183969.98,2348.35
1985,FDZ31,15.4,Regular,0.11,Fruits and Veg,191.05,OUT027,Medium,Tier 3,Supermarket Type3,5752.51,1099017.04,High,3633620.22,2483.68
2004,FDH28,15.9,Regular,0.11,Frozen Foods,38.85,OUT035,Small,Tier 2,Supermarket Type1,341.56,13269.61,Low,2268123.09,2438.84
1985,FDN57,18.3,Low Fat,0.09,Snack Foods,143.52,OUT019,Small,Tier 1,Grocery Store,567.26,81413.16,Medium,3633620.22,2483.68
1999,FDO12,15.8,Low Fat,0.06,Baking Goods,194.35,OUT049,Medium,Tier 1,Supermarket Type1,2740.43,532602.57,High,2183969.98,2348.35
1987,FDV20,20.2,Regular,0.06,Fruits and Veg,129.17,OUT013,High,Tier 3,Supermarket Type1,1017.34,131409.81,Medium,2142663.66,2299.0
2004,NCX05,15.2,Low Fat,0.1,Health and Hygiene,116.85,OUT035,Small,Tier 2,Supermarket Type1,2664.53,311350.33,Medium,2268123.09,2438.84
1997,NCX29,10.0,Low Fat,0.09,Health and Hygiene,147.71,OUT046,Small,Tier 1,Supermarket Type1,437.43,64612.79,Medium,2118395.35,2277.84
2009,FDA09,13.4,Regular,0.15,Snack Foods,179.77,OUT018,Medium,Tier 3,Supermarket Type2,5932.28,1066445.98,High,1851822.95,1995.5
1999,FDA32,14.0,Low Fat,0.03,Fruits and Veg,216.02,OUT049,Medium,Tier 1,Supermarket Type1,2588.63,559195.85,High,2183969.98,2348.35
2009,FDN48,13.4,Low Fat,0.07,Baking Goods,93.48,OUT018,Medium,Tier 3,Supermarket Type2,1102.56,103067.31,Medium,1851822.95,1995.5
1987,FDN38,6.6,Regular,0.09,Canned,248.64,OUT013,High,Tier 3,Supermarket Type1,3504.77,871426.01,High,2142663.66,2299.0
2004,FDT43,16.4,Low Fat,0.02,Fruits and Veg,49.93,OUT035,Small,Tier 2,Supermarket Type1,259.66,12964.82,Low,2268123.09,2438.84
1999,NCY42,6.4,Low Fat,0.02,Household,144.95,OUT049,Medium,Tier 1,Supermarket Type1,3435.53,497980.07,Medium,2183969.98,2348.35
2002,FDB23,19.2,Regular,0.0,Starchy Foods,223.81,OUT045,Medium,Tier 2,Supermarket Type1,5642.66,1262883.73,High,2036725.6,2192.38
2009,FDW11,12.6,Low Fat,0.05,Breads,61.92,OUT018,Medium,Tier 3,Supermarket Type2,619.19,38340.24,Low,1851822.95,1995.5
1987,FDM15,11.8,Regular,0.06,Meat,151.44,OUT013,High,Tier 3,Supermarket Type1,1360.23,205993.23,High,2142663.66,2299.0
2002,FDF46,7.1,Low Fat,0.09,Snack Foods,115.58,OUT045,Medium,Tier 2,Supermarket Type1,1267.02,146442.17,Medium,2036725.6,2192.38
1985,NCT41,15.7,Low Fat,0.1,Health and Hygiene,151.3,OUT019,Small,Tier 1,Grocery Store,151.8,22967.34,High,3633620.22,2483.68
2009,FDU13,8.4,Low Fat,0.19,Canned,148.54,OUT018,Medium,Tier 3,Supermarket Type2,2207.13,327847.09,Medium,1851822.95,1995.5
1985,FDA14,16.1,Low Fat,0.11,Dairy,147.18,OUT019,Small,Tier 1,Grocery Store,585.9,86232.76,Medium,3633620.22,2483.68
1987,FDB44,6.7,Low Fat,0.02,Fruits and Veg,209.26,OUT013,High,Tier 3,Supermarket Type1,2954.82,618325.63,High,2142663.66,2299.0
2002,FDT38,18.7,Low Fat,0.06,Dairy,83.16,OUT045,Medium,Tier 2,Supermarket Type1,1606.58,133603.19,Medium,2036725.6,2192.38
1985,FDH26,19.3,Regular,0.03,Canned,142.25,OUT027,Medium,Tier 3,Supermarket Type3,2399.54,341334.57,Medium,3633620.22,2483.68
1985,FDF21,10.3,Regular,0.06,Fruits and Veg,188.35,OUT027,Medium,Tier 3,Supermarket Type3,4364.32,822019.67,High,3633620.22,2483.68
2002,NCL54,12.6,Low Fat,0.08,Household,175.21,OUT045,Medium,Tier 2,Supermarket Type1,3502.11,613604.69,High,2036725.6,2192.38
1985,FDR32,6.8,Regular,0.09,Fruits and Veg,226.77,OUT027,Medium,Tier 3,Supermarket Type3,6165.97,1398257.02,High,3633620.22,2483.68
2009,FDA39,6.3,Low Fat,0.01,Meat,39.98,OUT018,Medium,Tier 3,Supermarket Type2,78.56,3140.83,Low,1851822.95,1995.5
2007,NCO02,11.2,Low Fat,0.07,Others,66.01,OUT017,Medium,Tier 2,Supermarket Type1,988.71,65264.75,Low,2167465.52,2340.68
2004,FDC59,16.7,Regular,0.05,Starchy Foods,65.52,OUT035,Small,Tier 2,Supermarket Type1,1022.67,67005.34,Low,2268123.09,2438.84
1987,NCM30,19.1,Low Fat,0.07,Household,39.68,OUT013,High,Tier 3,Supermarket Type1,660.47,26207.45,Low,2142663.66,2299.0
1999,FDK27,11.0,Low Fat,0.01,Meat,119.18,OUT049,Medium,Tier 1,Supermarket Type1,1696.46,202184.1,Medium,2183969.98,2348.35
1985,NCJ31,19.2,Low Fat,0.18,Others,240.62,OUT027,Medium,Tier 3,Supermarket Type3,4579.37,1101888.01,High,3633620.22,2483.68
1999,FDR56,15.5,Regular,0.1,Fruits and Veg,199.08,OUT049,Medium,Tier 1,Supermarket Type1,2759.08,549277.65,High,2183969.98,2348.35
2009,FDL10,8.4,Low Fat,0.04,Snack Foods,99.5,OUT018,Medium,Tier 3,Supermarket Type2,1686.47,167803.77,Medium,1851822.95,1995.5
1997,FDW33,9.4,Low Fat,0.1,Snack Foods,107.23,OUT046,Small,Tier 1,Supermarket Type1,2024.03,217036.74,Medium,2118395.35,2277.84
1987,NCZ05,8.5,Low Fat,0.06,Health and Hygiene,103.2,OUT013,High,Tier 3,Supermarket Type1,722.39,74550.65,Medium,2142663.66,2299.0
1999,FDR39,20.4,Low Fat,0.08,Meat,182.43,OUT049,Medium,Tier 1,Supermarket Type1,4925.59,898575.38,High,2183969.98,2348.35
1987,NCK06,5.0,Low Fat,0.01,Household,122.28,OUT013,High,Tier 3,Supermarket Type1,2059.99,251895.58,Medium,2142663.66,2299.0
2004,FDC40,16.0,Regular,0.07,Dairy,76.2,OUT035,Small,Tier 2,Supermarket Type1,1090.58,83102.2,Medium,2268123.09,2438.84
1985,DRN47,12.1,Low Fat,0.02,Hard Drinks,180.77,OUT027,Medium,Tier 3,Supermarket Type3,3056.02,552436.74,High,3633620.22,2483.68
2007,NCF43,8.5,Low Fat,0.05,Household,141.95,OUT017,Medium,Tier 2,Supermarket Type1,2004.06,284476.32,Medium,2167465.52,2340.68
2004,FDH10,21.0,Low Fat,0.05,Snack Foods,194.45,OUT035,Small,Tier 2,Supermarket Type1,968.74,188371.49,High,2268123.09,2438.84
2002,FDS35,9.3,Low Fat,0.11,Breads,64.68,OUT045,Medium,Tier 2,Supermarket Type1,1097.9,71012.17,Low,2036725.6,2192.38
2007,FDK41,14.3,Low Fat,0.13,Frozen Foods,83.42,OUT017,Medium,Tier 2,Supermarket Type1,681.78,56874.09,Medium,2167465.52,2340.68
2002,FDE14,13.7,Regular,0.03,Canned,98.77,OUT045,Medium,Tier 2,Supermarket Type1,1697.79,167690.72,Medium,2036725.6,2192.38
1985,FDS21,19.9,Regular,0.04,Snack Foods,62.72,OUT019,Small,Tier 1,Grocery Store,123.84,7767.24,Low,3633620.22,2483.68
2002,NCE54,20.7,Low Fat,0.03,Household,73.24,OUT045,Medium,Tier 2,Supermarket Type1,1504.71,110204.96,Medium,2036725.6,2192.38
1998,FDX37,16.2,Low Fat,0.11,Canned,101.47,OUT010,Medium,Tier 3,Grocery Store,399.48,40535.24,Medium,188340.22,339.35
1987,FDV09,12.1,Low Fat,0.02,Snack Foods,146.67,OUT013,High,Tier 3,Supermarket Type1,2227.1,326648.76,Medium,2142663.66,2299.0
2004,FDB38,19.5,Regular,0.03,Canned,158.29,OUT035,Small,Tier 2,Supermarket Type1,3994.8,632336.89,High,2268123.09,2438.84
1999,FDM46,7.4,Low Fat,0.16,Snack Foods,93.51,OUT049,Medium,Tier 1,Supermarket Type1,1677.82,156892.95,Medium,2183969.98,2348.35
1985,FDS51,13.4,Low Fat,0.03,Meat,62.72,OUT027,Medium,Tier 3,Supermarket Type3,1857.58,116507.42,Low,3633620.22,2483.68
1998,FDL38,13.8,Regular,0.02,Canned,87.42,OUT010,Medium,Tier 3,Grocery Store,178.43,15598.35,Medium,188340.22,339.35
2004,FDZ36,6.0,Regular,0.07,Baking Goods,185.32,OUT035,Small,Tier 2,Supermarket Type1,3728.48,690961.91,High,2268123.09,2438.84
1997,FDN58,13.8,Regular,0.06,Snack Foods,231.2,OUT046,Small,Tier 1,Supermarket Type1,5097.36,1178509.63,High,2118395.35,2277.84
2002,FDR04,7.1,Low Fat,0.02,Frozen Foods,97.01,OUT045,Medium,Tier 2,Supermarket Type1,1944.14,188601.02,Medium,2036725.6,2192.38
1997,FDH16,10.5,Low Fat,0.05,Frozen Foods,89.68,OUT046,Small,Tier 1,Supermarket Type1,988.71,88667.51,Medium,2118395.35,2277.84
1997,DRD37,9.8,Low Fat,0.01,Soft Drinks,45.21,OUT046,Small,Tier 1,Supermarket Type1,1211.76,54783.67,Low,2118395.35,2277.84
1997,FDM45,8.7,Regular,0.09,Snack Foods,119.68,OUT046,Small,Tier 1,Supermarket Type1,2423.51,290045.68,Medium,2118395.35,2277.84
2009,FDC59,16.7,Regular,0.05,Starchy Foods,64.42,OUT018,Medium,Tier 3,Supermarket Type2,830.92,53527.87,Low,1851822.95,1995.5
1999,FDX32,15.1,Regular,0.1,Fruits and Veg,145.48,OUT049,Medium,Tier 1,Supermarket Type1,1589.26,231205.54,Medium,2183969.98,2348.35
2002,FDB35,12.3,Regular,0.06,Starchy Foods,92.68,OUT045,Medium,Tier 2,Supermarket Type1,1010.68,93669.82,Medium,2036725.6,2192.38
1985,FDV60,20.2,Regular,0.12,Baking Goods,196.21,OUT027,Medium,Tier 3,Supermarket Type3,5499.51,1079058.86,High,3633620.22,2483.68
2007,FDM01,7.9,Regular,0.1,Breakfast,104.43,OUT017,Medium,Tier 2,Supermarket Type1,2870.93,299811.22,Medium,2167465.52,2340.68
1997,NCO17,10.0,Low Fat,0.07,Health and Hygiene,118.24,OUT046,Small,Tier 1,Supermarket Type1,2756.41,325917.92,Medium,2118395.35,2277.84
1999,FDL51,20.7,Regular,0.05,Dairy,213.49,OUT049,Medium,Tier 1,Supermarket Type1,1929.49,411926.82,High,2183969.98,2348.35
1987,NCL18,18.9,Low Fat,0.17,Household,194.61,OUT013,High,Tier 3,Supermarket Type1,1166.48,227008.67,High,2142663.66,2299.0
1985,FDU44,12.2,Regular,0.06,Fruits and Veg,162.16,OUT027,Medium,Tier 3,Supermarket Type3,3086.65,500531.16,High,3633620.22,2483.68
1998,FDT58,9.0,Low Fat,0.14,Snack Foods,169.48,OUT010,Medium,Tier 3,Grocery Store,503.34,85306.06,High,188340.22,339.35
1987,FDH19,19.4,Low Fat,0.03,Meat,172.47,OUT013,High,Tier 3,Supermarket Type1,1911.51,329678.13,High,2142663.66,2299.0
2002,FDJ20,20.7,Regular,0.1,Fruits and Veg,122.44,OUT045,Medium,Tier 2,Supermarket Type1,1238.39,151628.47,Medium,2036725.6,2192.38
2002,FDN08,7.7,Regular,0.09,Fruits and Veg,117.55,OUT045,Medium,Tier 2,Supermarket Type1,824.93,96970.52,Medium,2036725.6,2192.38
1999,FDN56,5.5,Regular,0.11,Fruits and Veg,144.88,OUT049,Medium,Tier 1,Supermarket Type1,3323.01,481437.69,Medium,2183969.98,2348.35
1985,FDU33,7.6,Regular,0.13,Snack Foods,45.34,OUT027,Medium,Tier 3,Supermarket Type3,918.8,41658.39,Low,3633620.22,2483.68
1997,FDN31,11.5,Low Fat,0.07,Fruits and Veg,191.35,OUT046,Small,Tier 1,Supermarket Type1,2277.04,435711.6,High,2118395.35,2277.84
2007,DRD01,12.1,Regular,0.06,Soft Drinks,55.86,OUT017,Medium,Tier 2,Supermarket Type1,1436.8,80259.65,Low,2167465.52,2340.68
2007,FDQ46,7.5,Low Fat,0.1,Snack Foods,113.55,OUT017,Medium,Tier 2,Supermarket Type1,894.84,101609.08,Medium,2167465.52,2340.68
2007,FDB08,6.1,Low Fat,0.03,Fruits and Veg,160.36,OUT017,Medium,Tier 2,Supermarket Type1,2406.87,385965.67,High,2167465.52,2340.68
1985,FDL48,19.3,Regular,0.08,Baking Goods,46.8,OUT027,Medium,Tier 3,Supermarket Type3,1069.27,50041.84,Low,3633620.22,2483.68
1985,DRZ11,8.9,Regular,0.11,Soft Drinks,123.04,OUT027,Medium,Tier 3,Supermarket Type3,1981.42,243793.92,Medium,3633620.22,2483.68
2009,FDT50,6.8,Regular,0.11,Dairy,95.68,OUT018,Medium,Tier 3,Supermarket Type2,1246.38,119253.64,Medium,1851822.95,1995.5
1999,FDH60,19.7,Regular,0.0,Baking Goods,194.41,OUT049,Medium,Tier 1,Supermarket Type1,5106.69,992791.6,High,2183969.98,2348.35
2009,FDJ52,7.1,Low Fat,0.02,Frozen Foods,160.66,OUT018,Medium,Tier 3,Supermarket Type2,2246.41,360908.23,High,1851822.95,1995.5
2002,FDN16,12.6,Regular,0.06,Frozen Foods,105.1,OUT045,Medium,Tier 2,Supermarket Type1,1444.79,151847.43,Medium,2036725.6,2192.38
2002,FDP23,6.7,Low Fat,0.04,Breads,218.32,OUT045,Medium,Tier 2,Supermarket Type1,1959.45,427787.12,High,2036725.6,2192.38
2004,NCT06,17.1,Low Fat,0.04,Household,166.28,OUT035,Small,Tier 2,Supermarket Type1,4807.74,799431.01,High,2268123.09,2438.84
1985,FDE46,18.6,Low Fat,0.03,Snack Foods,149.54,OUT019,Small,Tier 1,Grocery Store,604.55,90404.41,Medium,3633620.22,2483.68
2009,FDF08,14.3,Regular,0.0,Fruits and Veg,89.89,OUT018,Medium,Tier 3,Supermarket Type2,1406.17,126400.62,Medium,1851822.95,1995.5
1999,FDE41,9.2,Regular,0.06,Frozen Foods,86.56,OUT049,Medium,Tier 1,Supermarket Type1,1183.79,102468.86,Medium,2183969.98,2348.35
1987,FDV60,20.2,Regular,0.0,Baking Goods,197.21,OUT013,High,Tier 3,Supermarket Type1,3535.4,697216.23,High,2142663.66,2299.0
1999,FDY31,6.0,Low Fat,0.04,Fruits and Veg,148.24,OUT049,Medium,Tier 1,Supermarket Type1,1618.56,239935.33,Medium,2183969.98,2348.35
1987,FDY20,12.5,Regular,0.08,Fruits and Veg,92.35,OUT013,High,Tier 3,Supermarket Type1,1177.13,108707.96,Medium,2142663.66,2299.0
1985,NCQ17,10.3,Low Fat,0.12,Health and Hygiene,158.36,OUT027,Medium,Tier 3,Supermarket Type3,4068.04,644214.81,High,3633620.22,2483.68
1985,DRL60,8.5,Low Fat,0.05,Soft Drinks,150.67,OUT019,Small,Tier 1,Grocery Store,457.4,68916.46,High,3633620.22,2483.68
1997,FDN38,6.6,Regular,0.09,Canned,251.64,OUT046,Small,Tier 1,Supermarket Type1,6008.18,1511898.42,High,2118395.35,2277.84
2004,FDA25,16.5,Regular,0.07,Canned,104.6,OUT035,Small,Tier 2,Supermarket Type1,2889.57,302249.02,Medium,2268123.09,2438.84
2009,FDQ46,7.5,Low Fat,0.1,Snack Foods,111.75,OUT018,Medium,Tier 3,Supermarket Type2,2460.8,274994.4,Medium,1851822.95,1995.5
2007,DRD13,15.0,Low Fat,0.05,Soft Drinks,62.62,OUT017,Medium,Tier 2,Supermarket Type1,958.75,60036.92,Low,2167465.52,2340.68
1999,FDY56,16.4,Regular,0.06,Fruits and Veg,227.11,OUT049,Medium,Tier 1,Supermarket Type1,5642.66,1281504.51,High,2183969.98,2348.35
2002,FDU14,17.8,Low Fat,0.03,Dairy,248.68,OUT045,Medium,Tier 2,Supermarket Type1,4993.5,1241783.58,High,2036725.6,2192.38
2002,NCD19,8.9,Low Fat,0.0,Household,55.46,OUT045,Medium,Tier 2,Supermarket Type1,331.57,18388.87,Low,2036725.6,2192.38
2002,FDB40,17.5,Regular,0.01,Dairy,145.91,OUT045,Medium,Tier 2,Supermarket Type1,2187.15,319127.06,Medium,2036725.6,2192.38
2004,FDB14,20.3,Regular,0.1,Canned,94.31,OUT035,Small,Tier 2,Supermarket Type1,2982.78,281305.98,Medium,2268123.09,2438.84
2004,FDL44,18.3,Low Fat,0.01,Fruits and Veg,160.29,OUT035,Small,Tier 2,Supermarket Type1,3235.79,518664.78,High,2268123.09,2438.84
1999,FDY58,11.7,Low Fat,0.04,Snack Foods,227.37,OUT049,Medium,Tier 1,Supermarket Type1,4567.39,1038487.46,High,2183969.98,2348.35
1985,FDI57,19.8,Low Fat,0.05,Seafood,195.78,OUT027,Medium,Tier 3,Supermarket Type3,3547.38,694506.06,High,3633620.22,2483.68
2004,FDL34,16.0,Low Fat,0.04,Snack Foods,141.15,OUT035,Small,Tier 2,Supermarket Type1,4516.79,637544.91,Medium,2268123.09,2438.84
1997,FDZ21,17.6,Regular,0.04,Snack Foods,97.24,OUT046,Small,Tier 1,Supermarket Type1,193.08,18775.1,Medium,2118395.35,2277.84
2004,FDJ16,9.2,Low Fat,0.11,Frozen Foods,59.02,OUT035,Small,Tier 2,Supermarket Type1,1853.59,109398.88,Low,2268123.09,2438.84
2002,NCE55,8.9,Low Fat,0.13,Household,176.84,OUT045,Medium,Tier 2,Supermarket Type1,2117.24,374412.72,High,2036725.6,2192.38
2009,FDE16,8.9,Low Fat,0.03,Frozen Foods,210.4,OUT018,Medium,Tier 3,Supermarket Type2,5001.49,1052313.5,High,1851822.95,1995.5
2007,FDP03,5.2,Regular,0.0,Meat,122.94,OUT017,Medium,Tier 2,Supermarket Type1,2105.26,258820.66,Medium,2167465.52,2340.68
1998,FDM25,10.7,Regular,0.1,Breakfast,173.77,OUT010,Medium,Tier 3,Grocery Store,175.77,30543.55,High,188340.22,339.35
2004,NCW06,16.2,Low Fat,0.0,Household,190.82,OUT035,Small,Tier 2,Supermarket Type1,3271.08,624187.49,High,2268123.09,2438.84
1997,FDC50,15.9,Low Fat,0.14,Canned,96.31,OUT046,Small,Tier 1,Supermarket Type1,2856.28,275088.33,Medium,2118395.35,2277.84
2007,DRZ11,8.9,Regular,0.11,Soft Drinks,125.14,OUT017,Medium,Tier 2,Supermarket Type1,1114.55,139474.79,Medium,2167465.52,2340.68
2009,NCP17,19.4,Low Fat,0.03,Health and Hygiene,65.62,OUT018,Medium,Tier 3,Supermarket Type2,383.5,25165.27,Low,1851822.95,1995.5
2009,FDQ25,8.6,Regular,0.03,Canned,173.94,OUT018,Medium,Tier 3,Supermarket Type2,4138.61,719869.82,High,1851822.95,1995.5
2009,FDF26,6.8,Regular,0.05,Canned,155.2,OUT018,Medium,Tier 3,Supermarket Type2,2460.8,381916.16,High,1851822.95,1995.5
2007,FDF16,7.3,Low Fat,0.09,Frozen Foods,147.61,OUT017,Medium,Tier 2,Supermarket Type1,3251.77,479993.77,Medium,2167465.52,2340.68
1985,FDS52,8.9,Low Fat,0.01,Frozen Foods,102.5,OUT019,Small,Tier 1,Grocery Store,101.2,10373.0,Medium,3633620.22,2483.68
2002,DRK35,8.4,Low Fat,0.07,Hard Drinks,38.35,OUT045,Medium,Tier 2,Supermarket Type1,986.72,37840.71,Low,2036725.6,2192.38
1987,FDI50,8.4,Regular,0.03,Canned,230.84,OUT013,High,Tier 3,Supermarket Type1,3435.53,793057.75,High,2142663.66,2299.0
1987,FDR23,15.9,Low Fat,0.08,Breads,178.04,OUT013,High,Tier 3,Supermarket Type1,2646.56,471193.54,High,2142663.66,2299.0
2002,DRH11,6.0,Low Fat,0.08,Hard Drinks,55.66,OUT045,Medium,Tier 2,Supermarket Type1,331.57,18455.19,Low,2036725.6,2192.38
2007,FDV43,16.0,Low Fat,0.08,Fruits and Veg,44.51,OUT017,Medium,Tier 2,Supermarket Type1,713.74,31768.57,Low,2167465.52,2340.68
1987,FDD46,6.0,Low Fat,0.14,Snack Foods,155.1,OUT013,High,Tier 3,Supermarket Type1,3691.2,572505.12,High,2142663.66,2299.0
1987,FDZ33,10.2,Low Fat,0.11,Snack Foods,149.81,OUT013,High,Tier 3,Supermarket Type1,2217.11,332145.25,Medium,2142663.66,2299.0
